Index,Q1_text,Q1_code,Q2_text,Q2_code,Q3_text,Q3_code,Q4_text,Q4_code,Q5_text,Q5_code,Q6_text,Q6_code,Q7_text,Q7_code,Q8_text,Q8_code,Q9_text_original,Q9_code,Q10_text,Q10_code,Q11_text,Q11_code,Q12_text,Q12_code,Q13_text,Q13_code,Q14_text,Q14_code,Q15_text,Q15_code,Q16_text_original,Q16_code,Q17_text,Q17_code,Q18_text,Q18_code,Q19_text,Q19_code,Q20_text,Q20_code,Q21_text,Q21_code,Q22_text,Q22_code,Q23_text,Q23_code,Q24_text,Q24_code,Q25_text,Q25_code,Q26_text,Q26_code,Q27_text,Q27_code,Q28_text_original,Q28_code,Q29_text_original,Q29_code,Q30_text,Q30_code,Q31_text_original,Q31_code,Q32_text,Q32_code,Q33_text,Q33_code,Q34_text,Q34_code,Q29 text,Q16_text,Q9_text,Q28_text,Q29_text,Q31_text
7106,Grade 7,2,Female,2,I live in the dorm,1,Yes,1,Two,2,I have an older brother,3,Neutral,3,Every day,5,['Novels'],1,Sometimes,3,Sometimes,3,A little confident,2,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",Art,11,Math,1,STEM,16,30 minutes to 1 hour,2,Often,4,6-7 hours,2,Often,4,Every day,5,15-30 minutes,2,Neutral,3,A little stressed,2,"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","2,3,4,5,7,8,9","['Playing video games', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","3,4,7,8,9",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo', 'Bilibili']","1,2,4,5,6",Once or twice per month,2,Sometimes (Every other week),3,Class C,3,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']",['Novels'],"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","['Playing video games', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu', 'Weibo', 'Bilibili']"
7107,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Confident,4,Every day,5,['Novels'],1,Sometimes,3,Sometimes,3,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",P.E.,12,Chinese,4,P.E.,12,1-2 hours,3,Often,4,8-9 hours,3,Often,4,Every day,5,More than 1 hour,4,Very healthy,5,Stressed,4,"['Sports', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","1,3,4,5,6,8,9","['Sports', 'Playing video games', 'Watching videos', 'Reading', 'Listening to music', 'Socializing with friends']","1,3,4,5,7,8",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'Weibo', 'Bilibili']","1,2,5,6",2-3 times a week,4,Sometimes (Every other week),3,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']",['Novels'],"['Sports', 'Play games', 'Listen to music', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Playing video games', 'Watching videos', 'Reading', 'Listening to music', 'Socializing with friends']","['WeChat', 'TikTok (Douyin)', 'Weibo', 'Bilibili']"
7108,Grade 7,2,Male,1,I live with my parents,2,Yes,1,Two,2,I have a younger brother,4,Confident,4,Rarely,2,"['Non-fiction', 'Comic books']","3,5",Rarely,2,Always,5,Very confident,5,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",,-1,Chinese,4,Moral Education,10,30 minutes to 1 hour,2,Often,4,8-9 hours,3,Always,5,Every day,5,30-60 minutes,3,Healthy,4,Neutral,3,"['Play games', 'Listen to music']","3,4","['Sports', 'Playing video games', 'Watching videos', 'Listening to music', 'Arts and crafts']","1,3,4,7,9",Around 1 hour,2,"['WeChat', 'Xiaohongshu', 'Bilibili']","1,4,6",Once or twice per month,2,Occasionally (Once a month),2,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Non-fiction', 'Comic books']","['Play games', 'Listen to music']","['Sports', 'Playing video games', 'Watching videos', 'Listening to music', 'Arts and crafts']","['WeChat', 'Xiaohongshu', 'Bilibili']"
7109,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Very confident,5,Every day,5,"['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books']","1,2,3,4,5",Always,5,Always,5,Very confident,5,Yes,1,Yes,1,Strongly agree,5,['Meeting my friends'],1,Math,1,Math,1,P.E.,12,1-2 hours,3,Often,4,10+ hours,4,Often,4,Every day,5,30-60 minutes,3,Healthy,4,Neutral,3,"['Sports', 'Play games', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Other']","1,3,5,6,8,10","['Sports', 'Drawing', 'Playing video games', 'Reading', 'Listening to music', 'Arts and crafts']","1,2,3,5,7,9",2 hours,3,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili', 'Kuaishou', 'Other']","1,2,3,4,5,6,7,8",Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,['Meeting my friends'],"['Novels', 'Short stories', 'Non-fiction', 'School materials', 'Comic books']","['Sports', 'Play games', 'Watch videos or movies', 'Read books', 'Take a walk or go outside', 'Other']","['Sports', 'Drawing', 'Playing video games', 'Reading', 'Listening to music', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Weibo', 'Bilibili', 'Kuaishou', 'Other']"
7110,Grade 7,2,Female,2,I live with my parents,2,Yes,1,Two,2,I have an older sister,1,Confident,4,Often,4,['Novels'],1,Rarely,2,Rarely,2,Confident,4,No,2,Yes,1,Neutral,3,['Other'],9,P.E.,12,Chinese,4,,-1,Less than 30 minutes,1,Sometimes,3,6-7 hours,2,Rarely,2,Every day,5,More than 1 hour,4,Healthy,4,Stressed,4,"['Sports', 'Talk to friends or family', 'Listen to music', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","1,2,4,6,8,9","['Sports', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","1,4,5,6,7,8,9",Less than 1 hour,1,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']","1,2,4",Once or twice per month,2,Often (2-3 times a week),5,Class A,1,,['Other'],['Novels'],"['Sports', 'Talk to friends or family', 'Listen to music', 'Read books', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Watching videos', 'Reading', 'Studying', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']"
7111,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have an older brother,3,Not confident at all,1,Sometimes,3,['School materials'],4,Never,1,Often,4,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities']","1,2,3,4,5,6,7",,-1,English,2,Art,11,1-2 hours,3,Often,4,8-9 hours,3,Rarely,2,Every day,5,15-30 minutes,2,Healthy,4,Stressed,4,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","1,2,3,4,5,8,9","['Sports', 'Watching videos', 'Socializing with friends']","1,4,8",Around 1 hour,2,"['WeChat', 'Xiaohongshu', 'Bilibili']","1,4,6",Once or twice per month,2,Sometimes (Every other week),3,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities']",['School materials'],"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Watching videos', 'Socializing with friends']","['WeChat', 'Xiaohongshu', 'Bilibili']"
7112,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger sister,2,Confident,4,Sometimes,3,"['Novels', 'Short stories']","1,2",Sometimes,3,Often,4,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",ESL,3,Math,1,,-1,30 minutes to 1 hour,2,Sometimes,3,8-9 hours,3,Sometimes,3,Every day,5,30-60 minutes,3,Healthy,4,Neutral,3,"['Talk to friends or family', 'Listen to music', 'Sleep or rest']","2,4,9","['Watching videos', 'Listening to music', 'Socializing with friends']","4,7,8",2 hours,3,"['WeChat', 'Xiaohongshu']","1,4",Once or twice per month,2,Regularly (Once a week),4,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories']","['Talk to friends or family', 'Listen to music', 'Sleep or rest']","['Watching videos', 'Listening to music', 'Socializing with friends']","['WeChat', 'Xiaohongshu']"
7113,Grade 7,2,Female,2,I live with my parents,2,Yes,1,,-1,,-1,Neutral,3,Rarely,2,"['Novels', 'Comic books']","1,5",Never,1,Sometimes,3,Neutral,3,Yes,1,No,2,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,7,8",Math,1,,-1,English Art,14,30 minutes to 1 hour,2,Often,4,8-9 hours,3,Rarely,2,Once a week,3,15-30 minutes,2,Neutral,3,Neutral,3,"['Play games', 'Listen to music', 'Sleep or rest']","3,4,9","['Drawing', 'Playing video games', 'Watching videos', 'Listening to music']","2,3,4,7",More than 3 hours,5,"['WeChat', 'TikTok (Douyin)', 'Bilibili']","1,2,6",Never,1,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Comic books']","['Play games', 'Listen to music', 'Sleep or rest']","['Drawing', 'Playing video games', 'Watching videos', 'Listening to music']","['WeChat', 'TikTok (Douyin)', 'Bilibili']"
7114,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Neutral,3,Sometimes,3,['Novels'],1,Never,1,Often,4,Neutral,3,No,2,Yes,1,Agree,4,['Learning new things'],4,Math,1,P.E.,12,Chinese,4,30 minutes to 1 hour,2,Always,5,8-9 hours,3,Sometimes,3,2-3 times per week,4,30-60 minutes,3,Healthy,4,Neutral,3,"['Talk to friends or family', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","2,4,5,6,7,8,9","['Drawing', 'Watching videos', 'Reading', 'Listening to music']","2,4,5,7",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)']","1,2",Once or twice per month,2,Often (2-3 times a week),5,Class B,2,,['Learning new things'],['Novels'],"['Talk to friends or family', 'Listen to music', 'Watch videos or movies', 'Read books', 'Draw or create art', 'Take a walk or go outside', 'Sleep or rest']","['Drawing', 'Watching videos', 'Reading', 'Listening to music']","['WeChat', 'TikTok (Douyin)']"
7116,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Neutral,3,Rarely,2,"['Novels', 'Short stories', 'School materials', 'Other']","1,2,4,6",Often,4,Sometimes,3,Confident,4,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Participating in fun events']","1,3",Math,1,Math,1,Math,1,30 minutes to 1 hour,2,Often,4,6-7 hours,2,Rarely,2,Every day,5,30-60 minutes,3,Healthy,4,Stressed,4,"['Sports', 'Play games', 'Watch videos or movies']","1,3,5","['Sports', 'Playing video games', 'Reading', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","1,3,5,7,8,9",Around 1 hour,2,"['WeChat', 'Other']","1,8",Once a week,3,Regularly (Once a week),4,Class C,3,,"['Meeting my friends', 'Participating in fun events']","['Novels', 'Short stories', 'School materials', 'Other']","['Sports', 'Play games', 'Watch videos or movies']","['Sports', 'Playing video games', 'Reading', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'Other']"
7117,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger sister,2,Not confident at all,1,Every day,5,['School materials'],4,Never,1,Rarely,2,Not confident at all,1,Yes,1,Yes,1,Neutral,3,['Extracurricular activities'],7,P.E.,12,English,2,Geography,9,30 minutes to 1 hour,2,Always,5,10+ hours,4,Sometimes,3,Every day,5,Less than 15 minutes,1,Very healthy,5,Neutral,3,['Play games'],3,"['Playing video games', 'Watching videos', 'Reading', 'Socializing with friends']","3,4,5,8",Less than 1 hour,1,['Kuaishou'],7,Never,1,Often (2-3 times a week),5,Class C,3,,['Extracurricular activities'],['School materials'],['Play games'],"['Playing video games', 'Watching videos', 'Reading', 'Socializing with friends']",['Kuaishou']
7118,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Very confident,5,Every day,5,"['Novels', 'Short stories', 'Non-fiction']","1,2,3",Often,4,Always,5,Very confident,5,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Extracurricular activities', 'Enjoying the school environment']","1,7,8",P.E.,12,Math,1,English,2,30 minutes to 1 hour,2,Often,4,6-7 hours,2,Always,5,Every day,5,15-30 minutes,2,Healthy,4,A little stressed,2,"['Sports', 'Talk to friends or family', 'Play games', 'Listen to music']","1,2,3,4","['Sports', 'Playing video games', 'Listening to music']","1,3,7",Around 1 hour,2,['Other'],8,Never,1,Often (2-3 times a week),5,Class A,1,,"['Meeting my friends', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Short stories', 'Non-fiction']","['Sports', 'Talk to friends or family', 'Play games', 'Listen to music']","['Sports', 'Playing video games', 'Listening to music']",['Other']
7119,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Confident,4,Sometimes,3,"['Novels', 'Comic books']","1,5",Often,4,Often,4,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Extracurricular activities', 'Enjoying the school environment']","1,7,8",P.E.,12,Chinese,4,P.E.,12,More than 2 hours,4,Sometimes,3,6-7 hours,2,Rarely,2,Every day,5,30-60 minutes,3,Healthy,4,Neutral,3,"['Sports', 'Watch videos or movies', 'Read books', 'Sleep or rest']","1,5,6,9","['Sports', 'Playing video games', 'Watching videos', 'Reading', 'Listening to music', 'Socializing with friends']","1,3,4,5,7,8",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Bilibili', 'Kuaishou', 'Other']","1,2,3,4,6,7,8",Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Extracurricular activities', 'Enjoying the school environment']","['Novels', 'Comic books']","['Sports', 'Watch videos or movies', 'Read books', 'Sleep or rest']","['Sports', 'Playing video games', 'Watching videos', 'Reading', 'Listening to music', 'Socializing with friends']","['WeChat', 'TikTok (Douyin)', 'QQ', 'Xiaohongshu', 'Bilibili', 'Kuaishou', 'Other']"
7120,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,A little confident,2,Rarely,2,['Comic books'],5,Never,1,Never,1,A little confident,2,No,2,No,2,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",P.E.,12,ESL,3,Math,1,1-2 hours,3,Sometimes,3,8-9 hours,3,Rarely,2,Every day,5,30-60 minutes,3,Healthy,4,Neutral,3,"['Play games', 'Listen to music', 'Sleep or rest']","3,4,9","['Sports', 'Playing video games', 'Listening to music']","1,3,7",2-3 hours,4,['Kuaishou'],7,Never,1,Regularly (Once a week),4,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']",['Comic books'],"['Play games', 'Listen to music', 'Sleep or rest']","['Sports', 'Playing video games', 'Listening to music']",['Kuaishou']
7121,Grade 7,2,Female,2,I live with my parents,2,Yes,1,Two,2,I have an older sister,1,A little confident,2,Often,4,['Novels'],1,Never,1,Often,4,A little confident,2,No,2,Yes,1,Agree,4,"['Meeting my friends', 'Participating in fun events', 'Working on group projects', 'Extracurricular activities']","1,3,5,7",P.E.,12,English,2,Art,11,1-2 hours,3,Always,5,6-7 hours,2,Often,4,Once a week,3,More than 1 hour,4,Neutral,3,Neutral,3,"['Talk to friends or family', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","2,5,7,9","['Drawing', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","2,4,7,8,9",Less than 1 hour,1,"['WeChat', 'Xiaohongshu']","1,4",Once a week,3,Never,1,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Working on group projects', 'Extracurricular activities']",['Novels'],"['Talk to friends or family', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","['Drawing', 'Watching videos', 'Listening to music', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'Xiaohongshu']"
7122,Grade 7,2,Female,2,I live with my parents,2,No,2,,-1,,-1,Neutral,3,Rarely,2,['Novels'],1,Sometimes,3,Always,5,Confident,4,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Participating in fun events', 'Working on group projects', 'Extracurricular activities', 'Enjoying the school environment']","1,3,5,7,8",Math,1,Math,1,P.E.,12,1-2 hours,3,Often,4,10+ hours,4,Never,1,Every day,5,More than 1 hour,4,Healthy,4,Neutral,3,"['Sports', 'Talk to friends or family', 'Listen to music', 'Sleep or rest']","1,2,4,9","['Sports', 'Watching videos', 'Listening to music', 'Socializing with friends']","1,4,7,8",More than 3 hours,5,['WeChat'],1,Once or twice per month,2,Often (2-3 times a week),5,Class A,1,,"['Meeting my friends', 'Participating in fun events', 'Working on group projects', 'Extracurricular activities', 'Enjoying the school environment']",['Novels'],"['Sports', 'Talk to friends or family', 'Listen to music', 'Sleep or rest']","['Sports', 'Watching videos', 'Listening to music', 'Socializing with friends']",['WeChat']
7123,Grade 7,2,Female,2,I live with my parents,2,No,2,,-1,,-1,Confident,4,Every day,5,['Novels'],1,Rarely,2,Always,5,Very confident,5,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",P.E.,12,ESL,3,Chinese,4,1-2 hours,3,Always,5,6-7 hours,2,Rarely,2,2-3 times per week,4,More than 1 hour,4,Healthy,4,A little stressed,2,['Listen to music'],4,"['Sports', 'Reading', 'Studying', 'Listening to music']","1,5,6,7",Less than 1 hour,1,['WeChat'],1,Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']",['Novels'],['Listen to music'],"['Sports', 'Reading', 'Studying', 'Listening to music']",['WeChat']
7201,Grade 7,2,Male,1,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Confident,4,Every day,5,['School materials'],4,Often,4,Often,4,Very confident,5,No,2,Yes,1,Strongly agree,5,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",,-1,Chinese,4,,-1,1-2 hours,3,Never,1,10+ hours,4,Rarely,2,Every day,5,30-60 minutes,3,Very healthy,5,Neutral,3,"['Sports', 'Play games', 'Listen to music']","1,3,4","['Sports', 'Playing video games', 'Listening to music']","1,3,7",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']","1,2,4",Once or twice per month,2,Often (2-3 times a week),5,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']",['School materials'],"['Sports', 'Play games', 'Listen to music']","['Sports', 'Playing video games', 'Listening to music']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']"
7202,Grade 7,2,Female,2,I live with my parents,2,No,2,,-1,,-1,Very confident,5,Every day,5,['Non-fiction'],3,Often,4,Always,5,Very confident,5,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Learning new things', 'Extracurricular activities']","1,2,4,7",Math,1,Geography,9,English,2,30 minutes to 1 hour,2,Often,4,8-9 hours,3,Often,4,2-3 times per week,4,30-60 minutes,3,Healthy,4,Neutral,3,"['Talk to friends or family', 'Listen to music', 'Read books', 'Take a walk or go outside']","2,4,6,8","['Sports', 'Drawing', 'Watching videos', 'Reading', 'Listening to music', 'Arts and crafts']","1,2,4,5,7,9",2 hours,3,"['WeChat', 'Weibo', 'Kuaishou']","1,5,7",2-3 times a week,4,Often (2-3 times a week),5,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Learning new things', 'Extracurricular activities']",['Non-fiction'],"['Talk to friends or family', 'Listen to music', 'Read books', 'Take a walk or go outside']","['Sports', 'Drawing', 'Watching videos', 'Reading', 'Listening to music', 'Arts and crafts']","['WeChat', 'Weibo', 'Kuaishou']"
7203,Grade 7,2,Male,1,I live with my parents,2,No,2,,-1,,-1,Very confident,5,Rarely,2,"['Short stories', 'School materials', 'Comic books']","2,4,5",Sometimes,3,Sometimes,3,Neutral,3,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","1,2,3,4,5,6,7,8",Other,17,Chinese,4,Math,1,More than 2 hours,4,Rarely,2,8-9 hours,3,Always,5,2-3 times per week,4,15-30 minutes,2,Neutral,3,Neutral,3,"['Sports', 'Play games', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","1,3,4,5,7,9","['Drawing', 'Playing video games', 'Reading', 'Listening to music', 'Arts and crafts']","2,3,5,7,9",Less than 1 hour,1,"['Bilibili', 'Other']","6,8",Never,1,Often (2-3 times a week),5,Class C,3,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities', 'Enjoying the school environment']","['Short stories', 'School materials', 'Comic books']","['Sports', 'Play games', 'Listen to music', 'Watch videos or movies', 'Draw or create art', 'Sleep or rest']","['Drawing', 'Playing video games', 'Reading', 'Listening to music', 'Arts and crafts']","['Bilibili', 'Other']"
7204,Grade 7,2,Female,2,I live with my parents,2,No,2,,-1,,-1,A little confident,2,Rarely,2,"['Novels', 'Short stories', 'Comic books']","1,2,5",Never,1,Sometimes,3,Confident,4,Yes,1,No,2,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Extracurricular activities']","1,2,3,7",Biology,7,,-1,P.E.,12,1-2 hours,3,Often,4,8-9 hours,3,Often,4,2-3 times per week,4,30-60 minutes,3,Neutral,3,Neutral,3,"['Sports', 'Take a walk or go outside', 'Sleep or rest']","1,8,9","['Sports', 'Drawing', 'Watching videos', 'Reading', 'Socializing with friends', 'Arts and crafts']","1,2,4,5,8,9",Less than 1 hour,1,"['WeChat', 'Other']","1,8",Once a week,3,Often (2-3 times a week),5,Class B,2,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Extracurricular activities']","['Novels', 'Short stories', 'Comic books']","['Sports', 'Take a walk or go outside', 'Sleep or rest']","['Sports', 'Drawing', 'Watching videos', 'Reading', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'Other']"
7205,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger sister,2,Confident,4,Rarely,2,['Novels'],1,Never,1,Sometimes,3,Confident,4,Yes,1,Yes,1,Neutral,3,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Extracurricular activities']","1,2,3,7",,-1,,-1,English,2,More than 2 hours,4,Often,4,8-9 hours,3,Often,4,Once a week,3,30-60 minutes,3,Healthy,4,Neutral,3,"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies']","2,3,4,5","['Playing video games', 'Watching videos', 'Socializing with friends', 'Arts and crafts']","3,4,8,9",Around 1 hour,2,"['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']","1,2,4",Once or twice per month,2,Sometimes (Every other week),3,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Participating in fun events', 'Extracurricular activities']",['Novels'],"['Talk to friends or family', 'Play games', 'Listen to music', 'Watch videos or movies']","['Playing video games', 'Watching videos', 'Socializing with friends', 'Arts and crafts']","['WeChat', 'TikTok (Douyin)', 'Xiaohongshu']"
7206,Grade 7,2,Female,2,I live with my parents,2,Yes,1,One,1,I have a younger brother,4,Confident,4,Often,4,"['Novels', 'School materials']","1,4",Sometimes,3,Always,5,Confident,4,Yes,1,Yes,1,Agree,4,"['Meeting my friends', 'Interacting with my teachers', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities']","1,2,4,5,6,7",Math,1,English,2,Geography,9,1-2 hours,3,Sometimes,3,6-7 hours,2,Sometimes,3,2-3 times per week,4,More than 1 hour,4,Healthy,4,Neutral,3,"['Talk to friends or family', 'Listen to music', 'Read books', 'Draw or create art', 'Sleep or rest']","2,4,6,7,9","['Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music']","3,4,5,6,7",Less than 1 hour,1,"['WeChat', 'Other']","1,8",Never,1,Regularly (Once a week),4,Class A,1,,"['Meeting my friends', 'Interacting with my teachers', 'Learning new things', 'Working on group projects', 'Exploring my favorite subjects', 'Extracurricular activities']","['Novels', 'School materials']","['Talk to friends or family', 'Listen to music', 'Read books', 'Draw or create art', 'Sleep or rest']","['Playing video games', 'Watching videos', 'Reading', 'Studying', 'Listening to music']","['WeChat', 'Other']"
